,APMC,Commodity,Year,Month,arrivals_in_qtl,modal_price,district_name
400,Akole,Paddy-Unhusked,2016,August,93,1700,Ahmadnagar
401,Akole,Wheat(Husked),2015,August,137,1681,Ahmadnagar
402,Akole,Wheat(Husked),2016,August,41,1800,Ahmadnagar
403,Akole,Gram,2015,August,27,3567,Ahmadnagar
404,Akole,Gram,2016,August,8,6050,Ahmadnagar
405,Akole,Soybean,2015,August,141,3000,Ahmadnagar
406,Akole,Soybean,2016,August,87,3425,Ahmadnagar
407,Akole,Onion,2015,August,8619,3982,Ahmadnagar
408,Akole,Onion,2016,August,22971,682,Ahmadnagar
409,Akole,Tomato,2015,August,48,1000,Ahmadnagar
410,Jamkhed,Bajri,2015,August,63,1485,Ahmadnagar
411,Jamkhed,Bajri,2016,August,136,1663,Ahmadnagar
412,Jamkhed,Wheat(Husked),2015,August,118,2086,Ahmadnagar
413,Jamkhed,Wheat(Husked),2016,August,21,1775,Ahmadnagar
414,Jamkhed,Sorgum(Jawar),2015,August,9211,2268,Ahmadnagar
415,Jamkhed,Sorgum(Jawar),2016,August,11056,2139,Ahmadnagar
416,Jamkhed,Gram,2015,August,75,3764,Ahmadnagar
417,Jamkhed,Gram,2016,August,60,4627,Ahmadnagar
418,Jamkhed,Green Gram,2015,August,73,6750,Ahmadnagar
419,Jamkhed,Green Gram,2016,August,3,5150,Ahmadnagar
420,Jamkhed,Pigeon Pea (Tur),2016,August,2,5225,Ahmadnagar
421,Jamkhed,Black Gram,2015,August,3053,8646,Ahmadnagar
422,Jamkhed,Black Gram,2016,August,4484,6557,Ahmadnagar
423,Jamkhed,Soybean,2015,August,30,3331,Ahmadnagar
424,Jamkhed,Soybean,2016,August,31,3133,Ahmadnagar
425,Jamkhed,Onion,2015,August,248,2850,Ahmadnagar
426,Jamkhed,Onion,2016,August,4791,471,Ahmadnagar
427,Kopargaon,Bajri,2015,August,198,1453,Ahmadnagar
428,Kopargaon,Bajri,2016,August,207,1606,Ahmadnagar
429,Kopargaon,Wheat(Husked),2015,August,583,1542,Ahmadnagar
430,Kopargaon,Wheat(Husked),2016,August,165,1676,Ahmadnagar
431,Kopargaon,Sorgum(Jawar),2015,August,30,1335,Ahmadnagar
432,Kopargaon,Sorgum(Jawar),2016,August,303,1641,Ahmadnagar
433,Kopargaon,Maize,2015,August,11,1318,Ahmadnagar
434,Kopargaon,Maize,2016,August,14,1548,Ahmadnagar
435,Kopargaon,Gram,2015,August,253,4006,Ahmadnagar
436,Kopargaon,Gram,2016,August,115,5853,Ahmadnagar
437,Kopargaon,Green Gram,2015,August,73,7681,Ahmadnagar
438,Kopargaon,Soybean,2015,August,95,3110,Ahmadnagar
439,Kopargaon,Soybean,2016,August,400,3298,Ahmadnagar
440,Kopargaon,Onion,2015,August,9745,4306,Ahmadnagar
441,Kopargaon,Onion,2016,August,80357,722,Ahmadnagar
442,Newasa,Wheat(Husked),2015,August,163,1483,Ahmadnagar
443,Newasa,Wheat(Husked),2016,August,16,1625,Ahmadnagar
444,Newasa,Sorgum(Jawar),2015,August,1,1800,Ahmadnagar
445,Newasa,Sorgum(Jawar),2016,August,18,1668,Ahmadnagar
446,Newasa,Maize,2015,August,5,1330,Ahmadnagar
447,Newasa,Gram,2015,August,1,3200,Ahmadnagar
448,Newasa-Ghodegaon,Onion,2015,August,116461,3923,Ahmadnagar
449,Newasa-Ghodegaon,Onion,2016,August,367777,686,Ahmadnagar
450,Parner,Onion,2015,August,8290,4188,Ahmadnagar
451,Parner,Onion,2016,August,49464,690,Ahmadnagar
452,Pathardi,Bajri,2015,August,202,1380,Ahmadnagar
453,Pathardi,Bajri,2016,August,643,1621,Ahmadnagar
454,Pathardi,Chino,2015,August,17,4051,Ahmadnagar
455,Pathardi,Wheat(Husked),2015,August,683,1739,Ahmadnagar
456,Pathardi,Wheat(Husked),2016,August,90,1870,Ahmadnagar
457,Pathardi,Sorgum(Jawar),2015,August,201,1612,Ahmadnagar
458,Pathardi,Sorgum(Jawar),2016,August,838,1712,Ahmadnagar
459,Pathardi,Gram,2015,August,16,4221,Ahmadnagar
460,Pathardi,Gram,2016,August,57,6161,Ahmadnagar
461,Pathardi,Green Gram,2016,August,180,4941,Ahmadnagar
462,Pathardi,Pigeon Pea (Tur),2016,August,2,5901,Ahmadnagar
463,Pathardi,Onion,2015,August,636,2707,Ahmadnagar
464,Pathardi,Onion,2016,August,10114,701,Ahmadnagar
465,Rahata,Bajri,2015,August,23,1211,Ahmadnagar
466,Rahata,Bajri,2016,August,60,1643,Ahmadnagar
467,Rahata,Wheat(Husked),2015,August,478,1444,Ahmadnagar
468,Rahata,Wheat(Husked),2016,August,107,1632,Ahmadnagar
469,Rahata,Sorgum(Jawar),2015,August,66,1152,Ahmadnagar
470,Rahata,Sorgum(Jawar),2016,August,98,1474,Ahmadnagar
471,Rahata,Maize,2015,August,30,1310,Ahmadnagar
472,Rahata,Maize,2016,August,4,1425,Ahmadnagar
473,Rahata,Gram,2015,August,40,3542,Ahmadnagar
474,Rahata,Gram,2016,August,21,5700,Ahmadnagar
475,Rahata,Green Peas (Dry),2015,August,3,3750,Ahmadnagar
476,Rahata,Green Peas (Dry),2016,August,9,3667,Ahmadnagar
477,Rahata,Ground Nut Pods (Dry),2015,August,3,3250,Ahmadnagar
478,Rahata,Ground Nut Pods (Dry),2016,August,23,3744,Ahmadnagar
479,Rahata,Soybean,2016,August,34,3422,Ahmadnagar
480,Rahata,Pomegranate,2015,August,71766,6800,Ahmadnagar
481,Rahata,Pomegranate,2016,August,56574,5519,Ahmadnagar
482,Rahata,Lemon,2015,August,13,1722,Ahmadnagar
483,Rahata,Lemon,2016,August,11,4136,Ahmadnagar
484,Rahata,Melon,2016,August,37,326,Ahmadnagar
485,Rahata,Ginger (Fresh),2015,August,12,4955,Ahmadnagar
486,Rahata,Ginger (Fresh),2016,August,33,2446,Ahmadnagar
487,Rahata,Potato,2015,August,1142,900,Ahmadnagar
488,Rahata,Potato,2016,August,2128,1546,Ahmadnagar
489,Rahata,Beet Root,2015,August,2,800,Ahmadnagar
490,Rahata,Beet Root,2016,August,3,1233,Ahmadnagar
491,Rahata,Ladies Finger,2015,August,128,1264,Ahmadnagar
492,Rahata,Ladies Finger,2016,August,155,1662,Ahmadnagar
493,Rahata,Bottle Gourd,2015,August,1514,773,Ahmadnagar
494,Rahata,Bottle Gourd,2016,August,158,596,Ahmadnagar
495,Rahata,Flower,2015,August,830,15,Ahmadnagar
496,Rahata,Flower,2016,August,120,518,Ahmadnagar
497,Rahata,Carrot,2015,August,11,3045,Ahmadnagar
498,Rahata,Carrot,2016,August,5,2400,Ahmadnagar
499,Rahata,Ghevda,2015,August,11,2700,Ahmadnagar
500,Rahata,Ghevda,2016,August,12,2409,Ahmadnagar
501,Rahata,Curry Leaves,2015,August,50,5,Ahmadnagar
502,Rahata,Cucumber,2015,August,137,882,Ahmadnagar
503,Rahata,Cucumber,2016,August,139,477,Ahmadnagar
504,Rahata,Onion,2015,August,31658,3900,Ahmadnagar
505,Rahata,Onion,2016,August,189428,621,Ahmadnagar
506,Rahata,Bitter Gourd,2015,August,47,1764,Ahmadnagar
507,Rahata,Bitter Gourd,2016,August,56,1642,Ahmadnagar
508,Rahata,Cabbage,2015,August,2300,10,Ahmadnagar
509,Rahata,Cabbage,2016,August,181,815,Ahmadnagar
510,Rahata,Garlic,2015,August,14,5773,Ahmadnagar
511,Rahata,Garlic,2016,August,28,9270,Ahmadnagar
512,Rahata,Capsicum,2015,August,71,1855,Ahmadnagar
513,Rahata,Capsicum,2016,August,52,2388,Ahmadnagar
514,Rahata,Sweet Potato,2016,August,2,2000,Ahmadnagar
515,Rahata,Shevga,2015,August,26,2620,Ahmadnagar
516,Rahata,Shevga,2016,August,40,2290,Ahmadnagar
517,Rahata,Tomato,2015,August,349,691,Ahmadnagar
518,Rahata,Tomato,2016,August,322,900,Ahmadnagar
519,Rahata,Small Gourd,2015,August,7,1667,Ahmadnagar
520,Rahata,Small Gourd,2016,August,10,1700,Ahmadnagar
521,Rahata,Walvad,2015,August,2,2000,Ahmadnagar
522,Rahata,Walvad,2016,August,10,2060,Ahmadnagar
523,Rahata,Brinjal,2015,August,50,1400,Ahmadnagar
524,Rahata,Brinjal,2016,August,70,1523,Ahmadnagar
525,Rahata,Green Chilli,2015,August,231,2600,Ahmadnagar
526,Rahata,Green Chilli,2016,August,251,2685,Ahmadnagar
527,Rahuri,Ground Nut Pods (Dry),2016,August,212,4542,Ahmadnagar
528,Rahuri,Pomegranate,2016,August,335,4008,Ahmadnagar
529,Rahuri,Melon,2016,August,25,167,Ahmadnagar
530,Rahuri,Potato,2016,August,376,1727,Ahmadnagar
531,Rahuri,Ladies Finger,2016,August,201,929,Ahmadnagar
532,Rahuri,Bottle Gourd,2016,August,63,467,Ahmadnagar
533,Rahuri,Flower,2016,August,95,1240,Ahmadnagar
534,Rahuri,Cluster Bean,2016,August,42,3383,Ahmadnagar
535,Rahuri,Cucumber,2016,August,228,490,Ahmadnagar
536,Rahuri,Onion,2015,August,50728,2405,Ahmadnagar
537,Rahuri,Onion,2016,August,231001,686,Ahmadnagar
538,Rahuri,Bitter Gourd,2016,August,40,1983,Ahmadnagar
539,Rahuri,Cabbage,2016,August,141,833,Ahmadnagar
540,Rahuri,Shevga,2016,August,9,1450,Ahmadnagar
541,Rahuri,Tomato,2016,August,674,982,Ahmadnagar
542,Rahuri,Brinjal,2016,August,80,1600,Ahmadnagar
543,Rahuri,Green Chilli,2016,August,151,2700,Ahmadnagar
544,Rahuri-Vambori,Bajri,2015,August,21,1415,Ahmadnagar
545,Rahuri-Vambori,Bajri,2016,August,179,1721,Ahmadnagar
546,Rahuri-Vambori,Wheat(Husked),2015,August,391,1586,Ahmadnagar
547,Rahuri-Vambori,Wheat(Husked),2016,August,172,1771,Ahmadnagar
548,Rahuri-Vambori,Sorgum(Jawar),2015,August,167,1450,Ahmadnagar
549,Rahuri-Vambori,Sorgum(Jawar),2016,August,287,1560,Ahmadnagar
550,Rahuri-Vambori,Maize,2015,August,13,1293,Ahmadnagar
551,Rahuri-Vambori,Gram,2015,August,93,3733,Ahmadnagar
552,Rahuri-Vambori,Gram,2016,August,79,6262,Ahmadnagar
553,Rahuri-Vambori,Green Gram,2015,August,315,7108,Ahmadnagar
554,Rahuri-Vambori,Green Gram,2016,August,1262,4729,Ahmadnagar
555,Rahuri-Vambori,Pigeon Pea (Tur),2015,August,6,6001,Ahmadnagar
556,Rahuri-Vambori,Pigeon Pea (Tur),2016,August,7,6217,Ahmadnagar
557,Rahuri-Vambori,Ground Nut Pods (Dry),2015,August,38,4417,Ahmadnagar
558,Rahuri-Vambori,Ground Nut Pods (Dry),2016,August,6,4567,Ahmadnagar
559,Rahuri-Vambori,Soybean,2015,August,24,3128,Ahmadnagar
560,Rahuri-Vambori,Soybean,2016,August,13,2938,Ahmadnagar
561,Rahuri-Vambori,Onion,2015,August,12623,3958,Ahmadnagar
562,Rahuri-Vambori,Onion,2016,August,95214,573,Ahmadnagar
563,Sangamner,Bajri,2015,August,788,1555,Ahmadnagar
564,Sangamner,Bajri,2016,August,206,1838,Ahmadnagar
565,Sangamner,Wheat(Husked),2015,August,981,1738,Ahmadnagar
566,Sangamner,Wheat(Husked),2016,August,172,1853,Ahmadnagar
567,Sangamner,Sorgum(Jawar),2015,August,201,1654,Ahmadnagar
568,Sangamner,Sorgum(Jawar),2016,August,78,1704,Ahmadnagar
569,Sangamner,Maize,2015,August,13,1450,Ahmadnagar
570,Sangamner,Maize,2016,August,12,1550,Ahmadnagar
571,Sangamner,Rice(Paddy-Hus),2016,August,7,1550,Ahmadnagar
572,Sangamner,Gram,2015,August,295,4169,Ahmadnagar
573,Sangamner,Gram,2016,August,104,6202,Ahmadnagar
574,Sangamner,Matki,2016,August,1,5900,Ahmadnagar
575,Sangamner,Green Gram,2016,August,9,6105,Ahmadnagar
576,Sangamner,Soybean,2015,August,127,3100,Ahmadnagar
577,Sangamner,Soybean,2016,August,8,3250,Ahmadnagar
578,Sangamner,Pomegranate,2015,August,3413,4339,Ahmadnagar
579,Sangamner,Pomegranate,2016,August,13170,7398,Ahmadnagar
580,Sangamner,Flower,2015,August,1190800,905,Ahmadnagar
581,Sangamner,Onion,2015,August,13413,3487,Ahmadnagar
582,Sangamner,Onion,2016,August,99174,753,Ahmadnagar
583,Sangamner,Tomato,2015,August,276100,737,Ahmadnagar
584,Sangamner,Tomato,2016,August,54191,886,Ahmadnagar
585,Shevgaon,Bajri,2015,August,428,1513,Ahmadnagar
586,Shevgaon,Bajri,2016,August,1010,1759,Ahmadnagar
587,Shevgaon,Wheat(Husked),2015,August,436,1644,Ahmadnagar
588,Shevgaon,Wheat(Husked),2016,August,224,1808,Ahmadnagar
589,Shevgaon,Sorgum(Jawar),2015,August,1510,1718,Ahmadnagar
590,Shevgaon,Sorgum(Jawar),2016,August,1836,1959,Ahmadnagar
591,Shevgaon,Maize,2015,August,58,1325,Ahmadnagar
592,Shevgaon,Gram,2015,August,17,3850,Ahmadnagar
593,Shevgaon,Gram,2016,August,44,6662,Ahmadnagar
594,Shevgaon,Green Gram,2016,August,78,4217,Ahmadnagar
595,Shevgaon-Bodhegaon,Bajri,2015,August,91,1368,Ahmadnagar
596,Shevgaon-Bodhegaon,Bajri,2016,August,1330,1697,Ahmadnagar
597,Shevgaon-Bodhegaon,Wheat(Husked),2015,August,69,1671,Ahmadnagar
598,Shevgaon-Bodhegaon,Wheat(Husked),2016,August,29,1677,Ahmadnagar
599,Shevgaon-Bodhegaon,Sorgum(Jawar),2015,August,520,1526,Ahmadnagar
600,Shevgaon-Bodhegaon,Sorgum(Jawar),2016,August,1859,1817,Ahmadnagar
601,Shevgaon-Bodhegaon,Gram,2015,August,2,3500,Ahmadnagar
602,Shevgaon-Bodhegaon,Gram,2016,August,50,6183,Ahmadnagar
603,Shevgaon-Bodhegaon,Green Gram,2016,August,111,4791,Ahmadnagar
604,Shevgaon-Bodhegaon,Pigeon Pea (Tur),2016,August,5,6067,Ahmadnagar
605,Shrigonda,Bajri,2016,August,47,1700,Ahmadnagar
606,Shrigonda,Wheat(Husked),2016,August,119,1836,Ahmadnagar
607,Shrigonda,Sorgum(Jawar),2016,August,202,1850,Ahmadnagar
608,Shrigonda,Maize,2016,August,6,1483,Ahmadnagar
609,Shrigonda,Cowpea,2016,August,5,6050,Ahmadnagar
610,Shrigonda,Gram,2016,August,31,5850,Ahmadnagar
611,Shrigonda,Green Gram,2016,August,10,5100,Ahmadnagar
612,Shrigonda,Black Gram,2016,August,39,5150,Ahmadnagar
613,Shrigonda,Lemon,2016,August,799,3519,Ahmadnagar
614,Shrigonda,Onion,2016,August,26,500,Ahmadnagar
615,Shrirampur,Bajri,2015,August,66,1461,Ahmadnagar
616,Shrirampur,Bajri,2016,August,12,1662,Ahmadnagar
617,Shrirampur,Wheat(Husked),2015,August,658,1546,Ahmadnagar
618,Shrirampur,Wheat(Husked),2016,August,89,1754,Ahmadnagar
619,Shrirampur,Sorgum(Jawar),2015,August,187,1698,Ahmadnagar
620,Shrirampur,Sorgum(Jawar),2016,August,276,1616,Ahmadnagar
621,Shrirampur,Maize,2015,August,17,1336,Ahmadnagar
622,Shrirampur,Maize,2016,August,2,1425,Ahmadnagar
623,Shrirampur,Rice(Paddy-Hus),2015,August,4,1172,Ahmadnagar
624,Shrirampur,Gram,2015,August,186,3963,Ahmadnagar
625,Shrirampur,Gram,2016,August,78,5638,Ahmadnagar
626,Shrirampur,Green Gram,2015,August,24,6711,Ahmadnagar
627,Shrirampur,Green Gram,2016,August,23,4609,Ahmadnagar
628,Shrirampur,Black Gram,2015,August,1,8200,Ahmadnagar
629,Shrirampur,Ground Nut Pods (Dry),2015,August,29,3550,Ahmadnagar
630,Shrirampur,Ground Nut Pods (Dry),2016,August,53,4000,Ahmadnagar
631,Shrirampur,Soybean,2015,August,5,3050,Ahmadnagar
632,Shrirampur,Soybean,2016,August,9,3200,Ahmadnagar
633,Shrirampur,Chikoo,2015,August,110,1235,Ahmadnagar
634,Shrirampur,Pomegranate,2015,August,191,3143,Ahmadnagar
635,Shrirampur,Pomegranate,2016,August,135,3947,Ahmadnagar
636,Shrirampur,Water Melon,2015,August,62,822,Ahmadnagar
637,Shrirampur,Water Melon,2016,August,41,950,Ahmadnagar
638,Shrirampur,Lemon,2015,August,100,1702,Ahmadnagar
639,Shrirampur,Lemon,2016,August,68,2385,Ahmadnagar
640,Shrirampur,Mosambi,2015,August,80,2596,Ahmadnagar
641,Shrirampur,Mosambi,2016,August,84,3550,Ahmadnagar
642,Shrirampur,Papai,2015,August,65,1165,Ahmadnagar
643,Shrirampur,Papai,2016,August,3,1500,Ahmadnagar
644,Shrirampur,Custard Apple,2015,August,89,2300,Ahmadnagar
645,Shrirampur,Ginger (Fresh),2015,August,268,3425,Ahmadnagar
646,Shrirampur,Ginger (Fresh),2016,August,412,2131,Ahmadnagar
647,Shrirampur,Potato,2015,August,1570,700,Ahmadnagar
648,Shrirampur,Potato,2016,August,1945,1524,Ahmadnagar
649,Shrirampur,Ladies Finger,2015,August,135,1398,Ahmadnagar
650,Shrirampur,Ladies Finger,2016,August,131,1426,Ahmadnagar
651,Shrirampur,Squash Gourd,2016,August,27,1100,Ahmadnagar
652,Shrirampur,Bottle Gourd,2015,August,63,740,Ahmadnagar
653,Shrirampur,Bottle Gourd,2016,August,100,724,Ahmadnagar
654,Shrirampur,Flower,2015,August,102,952,Ahmadnagar
655,Shrirampur,Flower,2016,August,99,983,Ahmadnagar
656,Shrirampur,Cluster Bean,2015,August,55,2074,Ahmadnagar
657,Shrirampur,Cluster Bean,2016,August,55,3579,Ahmadnagar
658,Shrirampur,Cucumber,2015,August,181,1050,Ahmadnagar
659,Shrirampur,Cucumber,2016,August,165,785,Ahmadnagar
660,Shrirampur,Onion,2015,August,55705,4088,Ahmadnagar
661,Shrirampur,Onion,2016,August,206866,679,Ahmadnagar
662,Shrirampur,Bitter Gourd,2015,August,102,1821,Ahmadnagar
663,Shrirampur,Bitter Gourd,2016,August,65,1824,Ahmadnagar
664,Shrirampur,Cabbage,2015,August,75,719,Ahmadnagar
665,Shrirampur,Cabbage,2016,August,73,818,Ahmadnagar
666,Shrirampur,Garlic,2015,August,96,3917,Ahmadnagar
667,Shrirampur,Garlic,2016,August,196,8400,Ahmadnagar
668,Shrirampur,Capsicum,2015,August,170,1750,Ahmadnagar
669,Shrirampur,Capsicum,2016,August,142,2650,Ahmadnagar
670,Shrirampur,Shevga,2015,August,22,2214,Ahmadnagar
671,Shrirampur,Shevga,2016,August,49,2518,Ahmadnagar
672,Shrirampur,Tomato,2015,August,770,1307,Ahmadnagar
673,Shrirampur,Tomato,2016,August,442,1229,Ahmadnagar
674,Shrirampur,Green-Peas,2016,August,60,4667,Ahmadnagar
675,Shrirampur,Brinjal,2015,August,275,1160,Ahmadnagar
676,Shrirampur,Brinjal,2016,August,159,1783,Ahmadnagar
677,Shrirampur,Fenugreek,2015,August,1,4600,Ahmadnagar
678,Shrirampur,Green Chilli,2015,August,306,1881,Ahmadnagar
679,Shrirampur,Green Chilli,2016,August,470,2969,Ahmadnagar
680,Shrirampur-Belapur,Bajri,2016,August,5,1756,Ahmadnagar
681,Shrirampur-Belapur,Wheat(Husked),2015,August,62,1350,Ahmadnagar
682,Shrirampur-Belapur,Wheat(Husked),2016,August,176,1645,Ahmadnagar
683,Shrirampur-Belapur,Sorgum(Jawar),2016,August,1,1500,Ahmadnagar
684,Shrirampur-Belapur,Maize,2015,August,29,1250,Ahmadnagar
685,Shrirampur-Belapur,Gram,2015,August,9,2600,Ahmadnagar
686,Shrirampur-Belapur,Gram,2016,August,2,4300,Ahmadnagar
687,Shrirampur-Belapur,Green Gram,2016,August,2,4150,Ahmadnagar
688,Ahmednagar,Bajri,2015,December,258,1716,Ahmadnagar
689,Ahmednagar,Wheat(Husked),2015,December,914,1883,Ahmadnagar
690,Ahmednagar,Sorgum(Jawar),2015,December,3028,1960,Ahmadnagar
691,Ahmednagar,Maize,2015,December,639,1490,Ahmadnagar
692,Ahmednagar,Cowpea,2015,December,3,4250,Ahmadnagar
693,Ahmednagar,Gram,2015,December,317,4694,Ahmadnagar
694,Ahmednagar,Horse Gram,2015,December,11,8538,Ahmadnagar
695,Ahmednagar,Matki,2015,December,10,7505,Ahmadnagar
696,Ahmednagar,Green Gram,2015,December,42,7453,Ahmadnagar
697,Ahmednagar,Pigeon Pea (Tur),2015,December,513,8271,Ahmadnagar
698,Ahmednagar,Black Gram,2015,December,66,8626,Ahmadnagar
699,Ahmednagar,Green Peas (Dry),2015,December,355,2825,Ahmadnagar
700,Ahmednagar,Soybean,2015,December,17,3125,Ahmadnagar
701,Ahmednagar,Pomegranate,2015,December,382,3875,Ahmadnagar
702,Ahmednagar,Lemon,2015,December,168,1844,Ahmadnagar
703,Ahmednagar,Mosambi,2015,December,109,2000,Ahmadnagar
704,Ahmednagar,Orange,2015,December,343,1475,Ahmadnagar
705,Ahmednagar,Custard Apple,2015,December,60,2375,Ahmadnagar
706,Ahmednagar,Ginger (Fresh),2015,December,78,2429,Ahmadnagar
707,Ahmednagar,Potato,2015,December,1962,841,Ahmadnagar
708,Ahmednagar,Ladies Finger,2015,December,435,2400,Ahmadnagar
709,Ahmednagar,Bottle Gourd,2015,December,80,880,Ahmadnagar
710,Ahmednagar,Flower,2015,December,898,1659,Ahmadnagar
711,Ahmednagar,Carrot,2015,December,263,1356,Ahmadnagar
712,Ahmednagar,Cluster Bean,2015,December,65,4977,Ahmadnagar
713,Ahmednagar,Ghevda,2015,December,59,2694,Ahmadnagar
714,Ahmednagar,Ghosali(Bhaji),2015,December,35,1643,Ahmadnagar
715,Ahmednagar,Cucumber,2015,December,562,905,Ahmadnagar
716,Ahmednagar,Onion,2015,December,332038,1390,Ahmadnagar
717,Ahmednagar,Bitter Gourd,2015,December,95,2806,Ahmadnagar
718,Ahmednagar,Cabbage,2015,December,714,995,Ahmadnagar
719,Ahmednagar,Garlic,2015,December,65,10636,Ahmadnagar
720,Ahmednagar,Maize(Corn.),2015,December,61,675,Ahmadnagar
721,Ahmednagar,Capsicum,2015,December,99,2150,Ahmadnagar
722,Ahmednagar,Spinach,2015,December,1257,2,Ahmadnagar
723,Ahmednagar,Tomato,2015,December,1167,1395,Ahmadnagar
724,Ahmednagar,Brinjal,2015,December,373,1841,Ahmadnagar
725,Ahmednagar,Green Chilli,2015,December,797,2278,Ahmadnagar
726,Ahmednagar,Chillies(Red),2015,December,428,9504,Ahmadnagar
727,Akole,Bajri,2014,December,40,1563,Ahmadnagar
728,Akole,Bajri,2015,December,37,1619,Ahmadnagar
729,Akole,Paddy-Unhusked,2014,December,346,1625,Ahmadnagar
730,Akole,Paddy-Unhusked,2015,December,358,1607,Ahmadnagar
731,Akole,Wheat(Husked),2014,December,55,1675,Ahmadnagar
732,Akole,Wheat(Husked),2015,December,207,1663,Ahmadnagar
733,Akole,Maize,2015,December,49,1433,Ahmadnagar
734,Akole,Bhagar/Vari,2014,December,59,2400,Ahmadnagar
735,Akole,Gram,2014,December,9,3235,Ahmadnagar
736,Akole,Gram,2015,December,12,3650,Ahmadnagar
737,Akole,Soybean,2014,December,975,3000,Ahmadnagar
738,Akole,Soybean,2015,December,741,3250,Ahmadnagar
739,Akole,Onion,2014,December,1624,1204,Ahmadnagar
740,Akole,Onion,2015,December,1957,929,Ahmadnagar
741,Akole,Tomato,2014,December,13727,522,Ahmadnagar
742,Akole,Tomato,2015,December,49,850,Ahmadnagar
743,Jamkhed,Cotton,2014,December,44199,3991,Ahmadnagar
744,Jamkhed,Bajri,2014,December,846,1394,Ahmadnagar
745,Jamkhed,Bajri,2015,December,370,1716,Ahmadnagar
746,Jamkhed,Wheat(Husked),2014,December,155,2055,Ahmadnagar
747,Jamkhed,Wheat(Husked),2015,December,119,2073,Ahmadnagar
748,Jamkhed,Sorgum(Jawar),2014,December,5095,2468,Ahmadnagar
749,Jamkhed,Sorgum(Jawar),2015,December,12999,2100,Ahmadnagar
750,Jamkhed,Gram,2015,December,131,3642,Ahmadnagar
751,Jamkhed,Pigeon Pea (Tur),2014,December,534,4929,Ahmadnagar
752,Jamkhed,Pigeon Pea (Tur),2015,December,1664,8404,Ahmadnagar
753,Jamkhed,Black Gram,2014,December,151,5110,Ahmadnagar
754,Jamkhed,Black Gram,2015,December,3,9425,Ahmadnagar
755,Jamkhed,Soybean,2014,December,651,3108,Ahmadnagar
756,Jamkhed,Soybean,2015,December,547,3424,Ahmadnagar
757,Jamkhed,Onion,2014,December,13454,1133,Ahmadnagar
758,Jamkhed,Onion,2015,December,11121,1189,Ahmadnagar
759,Kopargaon,Bajri,2014,December,864,1378,Ahmadnagar
760,Kopargaon,Bajri,2015,December,183,1713,Ahmadnagar
761,Kopargaon,Wheat(Husked),2014,December,864,1568,Ahmadnagar
762,Kopargaon,Wheat(Husked),2015,December,605,1615,Ahmadnagar
763,Kopargaon,Sorgum(Jawar),2014,December,6,1636,Ahmadnagar
764,Kopargaon,Sorgum(Jawar),2015,December,67,1448,Ahmadnagar
765,Kopargaon,Maize,2014,December,5159,1036,Ahmadnagar
766,Kopargaon,Maize,2015,December,3362,1402,Ahmadnagar
767,Kopargaon,Gram,2014,December,421,2463,Ahmadnagar
768,Kopargaon,Gram,2015,December,153,4088,Ahmadnagar
769,Kopargaon,Green Gram,2014,December,18,6759,Ahmadnagar
770,Kopargaon,Pigeon Pea (Tur),2015,December,16,6844,Ahmadnagar
771,Kopargaon,Soybean,2014,December,1507,3199,Ahmadnagar
772,Kopargaon,Soybean,2015,December,542,3594,Ahmadnagar
773,Kopargaon,Onion,2014,December,854,1056,Ahmadnagar
774,Kopargaon,Onion,2015,December,12729,1388,Ahmadnagar
775,Newasa,Cotton,2014,December,1042,4070,Ahmadnagar
776,Newasa,Bajri,2014,December,33,1331,Ahmadnagar
777,Newasa,Bajri,2015,December,15,1419,Ahmadnagar
778,Newasa,Wheat(Husked),2014,December,239,1494,Ahmadnagar
779,Newasa,Wheat(Husked),2015,December,188,1568,Ahmadnagar
780,Newasa,Sorgum(Jawar),2015,December,2,1600,Ahmadnagar
781,Newasa,Maize,2014,December,18,1310,Ahmadnagar
782,Newasa,Maize,2015,December,50,1392,Ahmadnagar
783,Newasa,Gram,2014,December,12,3175,Ahmadnagar
784,Newasa,Gram,2015,December,53,3467,Ahmadnagar
785,Newasa,Pigeon Pea (Tur),2015,December,78,6633,Ahmadnagar
786,Newasa-Ghodegaon,Onion,2014,December,218543,1515,Ahmadnagar
787,Newasa-Ghodegaon,Onion,2015,December,284305,1531,Ahmadnagar
788,Parner,Onion,2014,December,76135,1373,Ahmadnagar
789,Parner,Onion,2015,December,92028,1460,Ahmadnagar
790,Pathardi,Cotton,2014,December,8835,3900,Ahmadnagar
791,Pathardi,Cotton,2015,December,950,4267,Ahmadnagar
792,Pathardi,Bajri,2014,December,330,1361,Ahmadnagar
793,Pathardi,Bajri,2015,December,370,3322,Ahmadnagar
794,Pathardi,Wheat(Husked),2014,December,417,1767,Ahmadnagar
795,Pathardi,Wheat(Husked),2015,December,505,1818,Ahmadnagar
796,Pathardi,Sorgum(Jawar),2014,December,147,1717,Ahmadnagar
797,Pathardi,Sorgum(Jawar),2015,December,374,1684,Ahmadnagar
798,Pathardi,Gram,2014,December,12,2250,Ahmadnagar
799,Pathardi,Gram,2015,December,34,4020,Ahmadnagar
800,Pathardi,Pigeon Pea (Tur),2014,December,13,4900,Ahmadnagar
801,Pathardi,Pigeon Pea (Tur),2015,December,133,8270,Ahmadnagar
802,Pathardi,Onion,2014,December,7563,900,Ahmadnagar
803,Pathardi,Onion,2015,December,4212,1333,Ahmadnagar
