,APMC,Commodity,Year,Month,arrivals_in_qtl,modal_price,district_name
12884,Buldhana,Maize,2015,December,135,1309,Buldhana
12885,Buldhana,Gram,2014,December,68,2083,Buldhana
12886,Buldhana,Gram,2015,December,243,4056,Buldhana
12887,Buldhana,Green Gram,2014,December,3,6800,Buldhana
12888,Buldhana,Green Gram,2015,December,9,7000,Buldhana
12889,Buldhana,Pigeon Pea (Tur),2015,December,363,7956,Buldhana
12890,Buldhana,Black Gram,2014,December,3,4750,Buldhana
12891,Buldhana,Black Gram,2015,December,59,8113,Buldhana
12892,Buldhana,Soybean,2014,December,965,3133,Buldhana
12893,Buldhana,Soybean,2015,December,2825,3493,Buldhana
12894,Buldhana-Dhad,Maize,2015,December,5705,1237,Buldhana
12895,Buldhana-Dhad,Soybean,2015,December,13190,3483,Buldhana
12896,Chikhali,Wheat(Husked),2014,December,115,1533,Buldhana
12897,Chikhali,Wheat(Husked),2015,December,1407,1539,Buldhana
12898,Chikhali,Sorgum(Jawar),2014,December,21,1115,Buldhana
12899,Chikhali,Sorgum(Jawar),2015,December,224,1283,Buldhana
12900,Chikhali,Maize,2014,December,45,1052,Buldhana
12901,Chikhali,Maize,2015,December,618,1240,Buldhana
12902,Chikhali,Gram,2014,December,44,2613,Buldhana
12903,Chikhali,Gram,2015,December,225,3971,Buldhana
12904,Chikhali,Green Gram,2014,December,3,6588,Buldhana
12905,Chikhali,Green Gram,2015,December,98,6727,Buldhana
12906,Chikhali,Pigeon Pea (Tur),2014,December,798,4733,Buldhana
12907,Chikhali,Pigeon Pea (Tur),2015,December,9293,8095,Buldhana
12908,Chikhali,Black Gram,2014,December,13,5271,Buldhana
12909,Chikhali,Black Gram,2015,December,175,8489,Buldhana
12910,Chikhali,Soybean,2014,December,1308,3156,Buldhana
12911,Chikhali,Soybean,2015,December,31186,3551,Buldhana
12912,Deulgaon Raja,Cotton,2014,December,67875,4009,Buldhana
12913,Deulgaon Raja,Cotton,2015,December,14400,4302,Buldhana
12914,Jalgaon Jamod,Cotton,2014,December,1169,4000,Buldhana
12915,Jalgaon Jamod,Wheat(Husked),2014,December,169,1386,Buldhana
12916,Jalgaon Jamod,Wheat(Husked),2015,December,30,1360,Buldhana
12917,Jalgaon Jamod,Sorgum(Jawar),2014,December,1,1500,Buldhana
12918,Jalgaon Jamod,Sorgum(Jawar),2015,December,10,1275,Buldhana
12919,Jalgaon Jamod,Maize,2014,December,1029,990,Buldhana
12920,Jalgaon Jamod,Maize,2015,December,968,1165,Buldhana
12921,Jalgaon Jamod,Gram,2014,December,88,2150,Buldhana
12922,Jalgaon Jamod,Gram,2015,December,299,3500,Buldhana
12923,Jalgaon Jamod,Pigeon Pea (Tur),2014,December,11,3400,Buldhana
12924,Jalgaon Jamod,Pigeon Pea (Tur),2015,December,229,6463,Buldhana
12925,Jalgaon Jamod,Ground Nut Pods (Dry),2014,December,32,3420,Buldhana
12926,Jalgaon Jamod,Ground Nut Pods (Dry),2015,December,4,4450,Buldhana
12927,Jalgaon Jamod,Soybean,2014,December,217,3150,Buldhana
12928,Jalgaon Jamod,Soybean,2015,December,214,3133,Buldhana
12929,Jalgaon Jamod-Aasalgaon,Wheat(Husked),2014,December,305,1400,Buldhana
12930,Jalgaon Jamod-Aasalgaon,Wheat(Husked),2015,December,186,1413,Buldhana
12931,Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2014,December,784,1231,Buldhana
12932,Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2015,December,190,1221,Buldhana
12933,Jalgaon Jamod-Aasalgaon,Maize,2014,December,2688,1005,Buldhana
12934,Jalgaon Jamod-Aasalgaon,Maize,2015,December,2551,1100,Buldhana
12935,Jalgaon Jamod-Aasalgaon,Gram,2014,December,84,2120,Buldhana
12936,Jalgaon Jamod-Aasalgaon,Gram,2015,December,23,3783,Buldhana
12937,Jalgaon Jamod-Aasalgaon,Green Gram,2014,December,129,7172,Buldhana
12938,Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2014,December,152,4067,Buldhana
12939,Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2015,December,2766,7386,Buldhana
12940,Jalgaon Jamod-Aasalgaon,Black Gram,2014,December,34,4800,Buldhana
12941,Jalgaon Jamod-Aasalgaon,Ground Nut Pods (Dry),2014,December,4,3200,Buldhana
12942,Jalgaon Jamod-Aasalgaon,Soybean,2014,December,4377,3150,Buldhana
12943,Jalgaon Jamod-Aasalgaon,Soybean,2015,December,5409,3250,Buldhana
12944,Khamgaon,Cotton,2014,December,63733,4008,Buldhana
12945,Khamgaon,Cotton,2015,December,17478,4284,Buldhana
12946,Khamgaon,Bajri,2014,December,902,1075,Buldhana
12947,Khamgaon,Bajri,2015,December,1125,1423,Buldhana
12948,Khamgaon,Wheat(Husked),2014,December,2687,1470,Buldhana
12949,Khamgaon,Wheat(Husked),2015,December,1924,1644,Buldhana
12950,Khamgaon,Sorgum(Jawar),2014,December,9212,1263,Buldhana
12951,Khamgaon,Sorgum(Jawar),2015,December,2100,1351,Buldhana
12952,Khamgaon,Maize,2014,December,5658,939,Buldhana
12953,Khamgaon,Maize,2015,December,1953,1237,Buldhana
12954,Khamgaon,Gram,2014,December,4309,2522,Buldhana
12955,Khamgaon,Gram,2015,December,1306,4205,Buldhana
12956,Khamgaon,Green Gram,2014,December,826,7482,Buldhana
12957,Khamgaon,Green Gram,2015,December,531,6798,Buldhana
12958,Khamgaon,Pigeon Pea (Tur),2014,December,1022,4312,Buldhana
12959,Khamgaon,Pigeon Pea (Tur),2015,December,43655,8786,Buldhana
12960,Khamgaon,Black Gram,2014,December,1585,5438,Buldhana
12961,Khamgaon,Black Gram,2015,December,925,9419,Buldhana
12962,Khamgaon,Ground Nut Pods (Dry),2014,December,111,3362,Buldhana
12963,Khamgaon,Ground Nut Pods (Dry),2015,December,20,3250,Buldhana
12964,Khamgaon,Soybean,2014,December,128501,3102,Buldhana
12965,Khamgaon,Soybean,2015,December,78727,3524,Buldhana
12966,Khamgaon,Sunflower,2014,December,3857,2949,Buldhana
12967,Khamgaon,Sunflower,2015,December,4609,3274,Buldhana
12968,Khamgaon,Sesamum,2014,December,88,10734,Buldhana
12969,Khamgaon,Sesamum,2015,December,38,5808,Buldhana
12970,Khamgaon,Lemon,2014,December,1827,334,Buldhana
12971,Khamgaon,Lemon,2015,December,1009,449,Buldhana
12972,Khamgaon,Bullack,2015,December,251,12500,Buldhana
12973,Khamgaon,Buffalo,2014,December,282,28750,Buldhana
12974,Khamgaon,Male Goat,2014,December,351,4750,Buldhana
12975,Khamgaon,Chillies(Red),2014,December,47,7219,Buldhana
12976,Khamgaon,Chillies(Red),2015,December,420,9065,Buldhana
12977,Khamgaon,Mustard,2015,December,1,2800,Buldhana
12978,Lonar,Wheat(Husked),2014,December,3450,1496,Buldhana
12979,Lonar,Wheat(Husked),2015,December,345,1529,Buldhana
12980,Lonar,Sorgum(Jawar),2014,December,345,1129,Buldhana
12981,Lonar,Sorgum(Jawar),2015,December,194,1285,Buldhana
12982,Lonar,Maize,2014,December,3,1105,Buldhana
12983,Lonar,Maize,2015,December,42,1079,Buldhana
12984,Lonar,Gram,2014,December,1860,2812,Buldhana
12985,Lonar,Gram,2015,December,357,4129,Buldhana
12986,Lonar,Green Gram,2014,December,495,7517,Buldhana
12987,Lonar,Green Gram,2015,December,148,6617,Buldhana
12988,Lonar,Pigeon Pea (Tur),2014,December,399,4717,Buldhana
12989,Lonar,Pigeon Pea (Tur),2015,December,12483,8588,Buldhana
12990,Lonar,Black Gram,2014,December,375,5263,Buldhana
12991,Lonar,Black Gram,2015,December,81,7982,Buldhana
12992,Lonar,Soybean,2014,December,94155,3229,Buldhana
12993,Lonar,Soybean,2015,December,23400,3622,Buldhana
12994,Malkapur,Bajri,2014,December,88,1167,Buldhana
12995,Malkapur,Bajri,2015,December,431,1264,Buldhana
12996,Malkapur,Wheat(Husked),2014,December,271,1450,Buldhana
12997,Malkapur,Wheat(Husked),2015,December,797,1614,Buldhana
12998,Malkapur,Sorgum(Jawar),2014,December,2594,1324,Buldhana
12999,Malkapur,Sorgum(Jawar),2015,December,5367,1315,Buldhana
13000,Malkapur,Maize,2014,December,5149,1025,Buldhana
13001,Malkapur,Maize,2015,December,11032,1393,Buldhana
13002,Malkapur,Gram,2014,December,94,2478,Buldhana
13003,Malkapur,Gram,2015,December,156,4111,Buldhana
13004,Malkapur,Green Gram,2014,December,38,7219,Buldhana
13005,Malkapur,Green Gram,2015,December,184,7155,Buldhana
13006,Malkapur,Pigeon Pea (Tur),2014,December,26,4283,Buldhana
13007,Malkapur,Pigeon Pea (Tur),2015,December,9380,8644,Buldhana
13008,Malkapur,Black Gram,2014,December,24,5183,Buldhana
13009,Malkapur,Black Gram,2015,December,77,9323,Buldhana
13010,Malkapur,Soybean,2014,December,2653,3173,Buldhana
13011,Malkapur,Soybean,2015,December,10955,3415,Buldhana
13012,Malkapur,Onion,2014,December,571,1350,Buldhana
13013,Malkapur,Onion,2015,December,10591,1125,Buldhana
13014,Malkapur,Chillies(Red),2014,December,6,5600,Buldhana
13015,Malkapur,Chillies(Red),2015,December,235,8356,Buldhana
13016,Mehkar,Wheat(Husked),2014,December,2362,1507,Buldhana
13017,Mehkar,Wheat(Husked),2015,December,1703,1596,Buldhana
13018,Mehkar,Sorgum(Jawar),2014,December,112,1510,Buldhana
13019,Mehkar,Sorgum(Jawar),2015,December,435,1264,Buldhana
13020,Mehkar,Maize,2014,December,150,964,Buldhana
13021,Mehkar,Maize,2015,December,340,1316,Buldhana
13022,Mehkar,Gram,2014,December,2572,2699,Buldhana
13023,Mehkar,Gram,2015,December,1106,4325,Buldhana
13024,Mehkar,Green Gram,2014,December,284,7351,Buldhana
13025,Mehkar,Green Gram,2015,December,169,7011,Buldhana
13026,Mehkar,Pigeon Pea (Tur),2014,December,287,4529,Buldhana
13027,Mehkar,Pigeon Pea (Tur),2015,December,14998,8575,Buldhana
13028,Mehkar,Black Gram,2014,December,225,4863,Buldhana
13029,Mehkar,Black Gram,2015,December,287,9146,Buldhana
13030,Mehkar,Soybean,2014,December,28222,3275,Buldhana
13031,Mehkar,Soybean,2015,December,27605,3734,Buldhana
13032,Nandura,Cotton,2014,December,14923,4020,Buldhana
13033,Nandura,Bajri,2014,December,453,1227,Buldhana
13034,Nandura,Bajri,2015,December,831,1529,Buldhana
13035,Nandura,Wheat(Husked),2014,December,421,1471,Buldhana
13036,Nandura,Wheat(Husked),2015,December,499,1709,Buldhana
13037,Nandura,Sorgum(Jawar),2014,December,5333,1326,Buldhana
13038,Nandura,Sorgum(Jawar),2015,December,1949,1444,Buldhana
13039,Nandura,Maize,2014,December,3012,1001,Buldhana
13040,Nandura,Maize,2015,December,2003,1402,Buldhana
13041,Nandura,Gram,2014,December,353,2427,Buldhana
13042,Nandura,Gram,2015,December,114,4321,Buldhana
13043,Nandura,Green Gram,2014,December,76,6999,Buldhana
13044,Nandura,Green Gram,2015,December,36,7023,Buldhana
13045,Nandura,Pigeon Pea (Tur),2014,December,128,4308,Buldhana
13046,Nandura,Pigeon Pea (Tur),2015,December,3014,9010,Buldhana
13047,Nandura,Black Gram,2014,December,160,5121,Buldhana
13048,Nandura,Black Gram,2015,December,49,9967,Buldhana
13049,Nandura,Soybean,2014,December,4869,3199,Buldhana
13050,Nandura,Soybean,2015,December,7574,3700,Buldhana
13051,Nandura,Sesamum,2014,December,71,10664,Buldhana
13052,Nandura,Sesamum,2015,December,90,6899,Buldhana
13053,Nandura,Onion,2015,December,1416,1855,Buldhana
13054,Sangrampur,Wheat(Husked),2014,December,1171,1342,Buldhana
13055,Sangrampur,Sorgum(Jawar),2014,December,426,1188,Buldhana
13056,Sangrampur,Maize,2014,December,129,952,Buldhana
13057,Sangrampur,Gram,2014,December,287,2322,Buldhana
13058,Sangrampur,Green Gram,2014,December,3,7200,Buldhana
13059,Sangrampur,Pigeon Pea (Tur),2014,December,74,4239,Buldhana
13060,Sangrampur,Soybean,2014,December,2314,2975,Buldhana
13061,Sangrampur-Varvatbakal,Wheat(Husked),2015,December,312,1391,Buldhana
13062,Sangrampur-Varvatbakal,Sorgum(Jawar),2015,December,175,1288,Buldhana
13063,Sangrampur-Varvatbakal,Maize,2015,December,33,1113,Buldhana
13064,Sangrampur-Varvatbakal,Gram,2015,December,66,3618,Buldhana
13065,Sangrampur-Varvatbakal,Pigeon Pea (Tur),2015,December,465,7630,Buldhana
13066,Sangrampur-Varvatbakal,Soybean,2015,December,724,3213,Buldhana
13067,Shegaon,Bajri,2014,December,46,1259,Buldhana
13068,Shegaon,Bajri,2015,December,74,1444,Buldhana
13069,Shegaon,Wheat(Husked),2014,December,251,1393,Buldhana
13070,Shegaon,Wheat(Husked),2015,December,106,1494,Buldhana
13071,Shegaon,Sorgum(Jawar),2014,December,5895,1268,Buldhana
13072,Shegaon,Sorgum(Jawar),2015,December,823,1323,Buldhana
13073,Shegaon,Maize,2014,December,69,975,Buldhana
13074,Shegaon,Maize,2015,December,44,1144,Buldhana
13075,Shegaon,Gram,2014,December,270,2585,Buldhana
13076,Shegaon,Gram,2015,December,136,4133,Buldhana
13077,Shegaon,Green Gram,2014,December,977,7936,Buldhana
13078,Shegaon,Green Gram,2015,December,143,7282,Buldhana
13079,Shegaon,Pigeon Pea (Tur),2014,December,74,4231,Buldhana
13080,Shegaon,Pigeon Pea (Tur),2015,December,1005,7912,Buldhana
13081,Shegaon,Black Gram,2014,December,643,5247,Buldhana
13082,Shegaon,Black Gram,2015,December,50,8295,Buldhana
13083,Shegaon,Thymol/Lovage,2014,December,6,6369,Buldhana
13084,Shegaon,Thymol/Lovage,2015,December,9,9200,Buldhana
13085,Shegaon,Soybean,2014,December,7841,3157,Buldhana
13086,Shegaon,Soybean,2015,December,4029,3391,Buldhana
13087,Shegaon,Sunflower,2014,December,1536,3063,Buldhana
13088,Shegaon,Sunflower,2015,December,2499,3296,Buldhana
13089,Shegaon,Sesamum,2014,December,15,9867,Buldhana
13090,Shegaon,Sesamum,2015,December,8,5593,Buldhana
13091,Shegaon,Mustard,2014,December,3,2833,Buldhana
13092,Shegaon,Mustard,2015,December,3,3367,Buldhana
13093,Sindkhed Raja,Bajri,2015,December,6,1300,Buldhana
13094,Sindkhed Raja,Wheat(Husked),2015,December,51,1660,Buldhana
13095,Sindkhed Raja,Sorgum(Jawar),2015,December,81,1670,Buldhana
13096,Sindkhed Raja,Maize,2015,December,179,1353,Buldhana
13097,Sindkhed Raja,Soybean,2015,December,1474,3611,Buldhana
13098,Buldhana,Wheat(Husked),2016,February,1638,1500,Buldhana
13099,Buldhana,Sorgum(Jawar),2016,February,1409,1327,Buldhana
13100,Buldhana,Maize,2015,February,24,1000,Buldhana
13101,Buldhana,Maize,2016,February,864,1192,Buldhana
13102,Buldhana,Gram,2015,February,90,2400,Buldhana
13103,Buldhana,Gram,2016,February,7390,4479,Buldhana
13104,Buldhana,Pigeon Pea (Tur),2015,February,59,5525,Buldhana
13105,Buldhana,Pigeon Pea (Tur),2016,February,1630,7778,Buldhana
13106,Buldhana,Soybean,2015,February,232,3125,Buldhana
13107,Buldhana,Soybean,2016,February,3980,3549,Buldhana
13108,Buldhana-Dhad,Maize,2016,February,17700,1199,Buldhana
13109,Buldhana-Dhad,Soybean,2016,February,14697,3498,Buldhana
13110,Chikhali,Wheat(Husked),2015,February,1276,1489,Buldhana
13111,Chikhali,Wheat(Husked),2016,February,3354,1559,Buldhana
13112,Chikhali,Sorgum(Jawar),2015,February,32,1156,Buldhana
13113,Chikhali,Sorgum(Jawar),2016,February,314,1295,Buldhana
13114,Chikhali,Maize,2015,February,99,1084,Buldhana
13115,Chikhali,Maize,2016,February,1381,1216,Buldhana
13116,Chikhali,Gram,2015,February,36,2768,Buldhana
13117,Chikhali,Gram,2016,February,23286,3996,Buldhana
13118,Chikhali,Green Gram,2015,February,5,5875,Buldhana
13119,Chikhali,Green Gram,2016,February,29,5808,Buldhana
13120,Chikhali,Pigeon Pea (Tur),2015,February,5022,5335,Buldhana
13121,Chikhali,Pigeon Pea (Tur),2016,February,5290,7506,Buldhana
13122,Chikhali,Black Gram,2015,February,13,5339,Buldhana
13123,Chikhali,Black Gram,2016,February,57,6976,Buldhana
13124,Chikhali,Soybean,2015,February,5104,3148,Buldhana
13125,Chikhali,Soybean,2016,February,17186,3546,Buldhana
13126,Deulgaon Raja,Cotton,2015,February,34889,3792,Buldhana
13127,Deulgaon Raja,Cotton,2016,February,20300,4327,Buldhana
13128,Jalgaon Jamod,Wheat(Husked),2015,February,9,1400,Buldhana
13129,Jalgaon Jamod,Wheat(Husked),2016,February,5,1500,Buldhana
13130,Jalgaon Jamod,Maize,2015,February,265,1000,Buldhana
13131,Jalgaon Jamod,Maize,2016,February,400,1200,Buldhana
13132,Jalgaon Jamod,Gram,2016,February,5,3850,Buldhana
13133,Jalgaon Jamod,Pigeon Pea (Tur),2015,February,6,4400,Buldhana
13134,Jalgaon Jamod,Pigeon Pea (Tur),2016,February,94,7625,Buldhana
13135,Jalgaon Jamod,Soybean,2015,February,178,3050,Buldhana
13136,Jalgaon Jamod,Soybean,2016,February,50,3200,Buldhana
13137,Jalgaon Jamod-Aasalgaon,Wheat(Husked),2015,February,131,1425,Buldhana
13138,Jalgaon Jamod-Aasalgaon,Wheat(Husked),2016,February,85,1443,Buldhana
13139,Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2015,February,318,1310,Buldhana
13140,Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),2016,February,66,1175,Buldhana
13141,Jalgaon Jamod-Aasalgaon,Maize,2015,February,495,1020,Buldhana
13142,Jalgaon Jamod-Aasalgaon,Maize,2016,February,240,1158,Buldhana
13143,Jalgaon Jamod-Aasalgaon,Gram,2015,February,8,3000,Buldhana
13144,Jalgaon Jamod-Aasalgaon,Gram,2016,February,702,4033,Buldhana
13145,Jalgaon Jamod-Aasalgaon,Green Gram,2015,February,5,6667,Buldhana
13146,Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2015,February,4765,5180,Buldhana
13147,Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),2016,February,3571,7700,Buldhana
13148,Jalgaon Jamod-Aasalgaon,Soybean,2015,February,2064,3180,Buldhana
13149,Jalgaon Jamod-Aasalgaon,Soybean,2016,February,2031,3300,Buldhana
13150,Khamgaon,Cotton,2015,February,82186,3896,Buldhana
13151,Khamgaon,Cotton,2016,February,14991,4399,Buldhana
13152,Khamgaon,Bajri,2015,February,310,1137,Buldhana
13153,Khamgaon,Bajri,2016,February,17,1321,Buldhana
13154,Khamgaon,Wheat(Husked),2015,February,4153,1442,Buldhana
13155,Khamgaon,Wheat(Husked),2016,February,1614,1650,Buldhana
13156,Khamgaon,Sorgum(Jawar),2015,February,4513,1337,Buldhana
13157,Khamgaon,Sorgum(Jawar),2016,February,1308,1356,Buldhana
13158,Khamgaon,Maize,2015,February,1229,1037,Buldhana
13159,Khamgaon,Maize,2016,February,3509,1266,Buldhana
13160,Khamgaon,Gram,2015,February,11413,3262,Buldhana
13161,Khamgaon,Gram,2016,February,58332,4190,Buldhana
13162,Khamgaon,Green Gram,2015,February,292,7188,Buldhana
13163,Khamgaon,Green Gram,2016,February,66,6140,Buldhana
13164,Khamgaon,Pigeon Pea (Tur),2015,February,94308,5345,Buldhana
13165,Khamgaon,Pigeon Pea (Tur),2016,February,38329,8013,Buldhana
13166,Khamgaon,Black Gram,2015,February,2205,5161,Buldhana
13167,Khamgaon,Black Gram,2016,February,59,8265,Buldhana
13168,Khamgaon,Ground Nut Pods (Dry),2015,February,14,3425,Buldhana
13169,Khamgaon,Safflower,2016,February,489,2357,Buldhana
13170,Khamgaon,Soybean,2015,February,73055,3103,Buldhana
13171,Khamgaon,Soybean,2016,February,69339,3522,Buldhana
13172,Khamgaon,Sunflower,2015,February,637,3056,Buldhana
13173,Khamgaon,Sunflower,2016,February,2296,3404,Buldhana
13174,Khamgaon,Sesamum,2015,February,8,7725,Buldhana
13175,Khamgaon,Sesamum,2016,February,2,4650,Buldhana
13176,Khamgaon,Lemon,2015,February,525,501,Buldhana
13177,Khamgaon,Lemon,2016,February,495,566,Buldhana
13178,Khamgaon,Bullack,2016,February,221,21500,Buldhana
13179,Khamgaon,Male Lamb,2016,February,31,6000,Buldhana
13180,Khamgaon,Chillies(Red),2015,February,34,6550,Buldhana
13181,Khamgaon,Chillies(Red),2016,February,98,10913,Buldhana
13182,Lonar,Wheat(Husked),2015,February,4620,1506,Buldhana
13183,Lonar,Wheat(Husked),2016,February,278,1578,Buldhana
13184,Lonar,Sorgum(Jawar),2015,February,348,1173,Buldhana
13185,Lonar,Sorgum(Jawar),2016,February,164,1194,Buldhana
13186,Lonar,Maize,2016,February,15,1083,Buldhana
13187,Lonar,Gram,2015,February,14235,3484,Buldhana
13188,Lonar,Gram,2016,February,15735,4177,Buldhana
13189,Lonar,Green Gram,2015,February,69,6750,Buldhana
13190,Lonar,Green Gram,2016,February,2,6700,Buldhana
13191,Lonar,Pigeon Pea (Tur),2015,February,60615,5613,Buldhana
13192,Lonar,Pigeon Pea (Tur),2016,February,5835,8035,Buldhana
13193,Lonar,Black Gram,2015,February,45,5167,Buldhana
13194,Lonar,Soybean,2015,February,58650,3270,Buldhana
13195,Lonar,Soybean,2016,February,10445,3611,Buldhana
13196,Lonar,Sunflower,2016,February,370,3513,Buldhana
13197,Malkapur,Bajri,2015,February,47,1200,Buldhana
13198,Malkapur,Bajri,2016,February,10,1250,Buldhana
13199,Malkapur,Wheat(Husked),2015,February,242,1487,Buldhana
13200,Malkapur,Wheat(Husked),2016,February,530,1668,Buldhana
13201,Malkapur,Sorgum(Jawar),2015,February,646,1335,Buldhana
13202,Malkapur,Sorgum(Jawar),2016,February,3013,1324,Buldhana
13203,Malkapur,Maize,2015,February,468,1031,Buldhana
13204,Malkapur,Maize,2016,February,2782,1331,Buldhana
13205,Malkapur,Gram,2015,February,33,2967,Buldhana
13206,Malkapur,Gram,2016,February,2726,4153,Buldhana
13207,Malkapur,Green Gram,2015,February,11,6983,Buldhana
13208,Malkapur,Green Gram,2016,February,11,5592,Buldhana
13209,Malkapur,Pigeon Pea (Tur),2015,February,7765,5358,Buldhana
13210,Malkapur,Pigeon Pea (Tur),2016,February,23886,8238,Buldhana
13211,Malkapur,Black Gram,2015,February,14,5125,Buldhana
13212,Malkapur,Black Gram,2016,February,1,9200,Buldhana
13213,Malkapur,Soybean,2015,February,1183,3188,Buldhana
13214,Malkapur,Soybean,2016,February,8542,3513,Buldhana
13215,Malkapur,Onion,2016,February,3128,665,Buldhana
13216,Malkapur,Chillies(Red),2016,February,101,9597,Buldhana
13217,Mehkar,Wheat(Husked),2015,February,1444,1543,Buldhana
13218,Mehkar,Wheat(Husked),2016,February,1356,1595,Buldhana
13219,Mehkar,Sorgum(Jawar),2015,February,53,1280,Buldhana
13220,Mehkar,Sorgum(Jawar),2016,February,276,1210,Buldhana
13221,Mehkar,Maize,2015,February,292,1056,Buldhana
13222,Mehkar,Maize,2016,February,652,1262,Buldhana
13223,Mehkar,Gram,2015,February,2740,3324,Buldhana
13224,Mehkar,Gram,2016,February,20988,4218,Buldhana
13225,Mehkar,Green Gram,2015,February,36,6510,Buldhana
13226,Mehkar,Pigeon Pea (Tur),2015,February,12399,5536,Buldhana
13227,Mehkar,Pigeon Pea (Tur),2016,February,3465,8034,Buldhana
13228,Mehkar,Black Gram,2015,February,61,4731,Buldhana
13229,Mehkar,Black Gram,2016,February,93,8126,Buldhana
13230,Mehkar,Soybean,2015,February,10196,3305,Buldhana
13231,Mehkar,Soybean,2016,February,13859,3648,Buldhana
13232,Nandura,Bajri,2015,February,213,1085,Buldhana
13233,Nandura,Bajri,2016,February,33,1364,Buldhana
13234,Nandura,Wheat(Husked),2015,February,467,1387,Buldhana
13235,Nandura,Wheat(Husked),2016,February,221,1655,Buldhana
13236,Nandura,Sorgum(Jawar),2015,February,1478,1309,Buldhana
13237,Nandura,Sorgum(Jawar),2016,February,838,1429,Buldhana
13238,Nandura,Maize,2015,February,1242,1092,Buldhana
13239,Nandura,Maize,2016,February,963,1377,Buldhana
13240,Nandura,Gram,2015,February,352,2663,Buldhana
13241,Nandura,Gram,2016,February,2703,4232,Buldhana
13242,Nandura,Green Gram,2015,February,26,7063,Buldhana
13243,Nandura,Green Gram,2016,February,1,6100,Buldhana
13244,Nandura,Pigeon Pea (Tur),2015,February,17981,5648,Buldhana
13245,Nandura,Pigeon Pea (Tur),2016,February,10825,8428,Buldhana
13246,Nandura,Black Gram,2015,February,72,5102,Buldhana
13247,Nandura,Black Gram,2016,February,1,6000,Buldhana
13248,Nandura,Soybean,2015,February,4224,3155,Buldhana
13249,Nandura,Soybean,2016,February,2511,3611,Buldhana
13250,Nandura,Sesamum,2015,February,3,7176,Buldhana
13251,Nandura,Sesamum,2016,February,7,5176,Buldhana
13252,Nandura,Onion,2016,February,955,794,Buldhana
13253,Sangrampur,Wheat(Husked),2015,February,332,1318,Buldhana
13254,Sangrampur,Sorgum(Jawar),2015,February,389,1127,Buldhana
13255,Sangrampur,Maize,2015,February,24,1008,Buldhana
13256,Sangrampur,Gram,2015,February,99,2691,Buldhana
13257,Sangrampur,Green Gram,2015,February,3,7283,Buldhana
13258,Sangrampur,Pigeon Pea (Tur),2015,February,1830,4982,Buldhana
13259,Sangrampur,Soybean,2015,February,296,3014,Buldhana
13260,Sangrampur-Varvatbakal,Wheat(Husked),2016,February,128,1495,Buldhana
13261,Sangrampur-Varvatbakal,Sorgum(Jawar),2016,February,71,1325,Buldhana
13262,Sangrampur-Varvatbakal,Maize,2016,February,22,1200,Buldhana
13263,Sangrampur-Varvatbakal,Gram,2016,February,338,3914,Buldhana
13264,Sangrampur-Varvatbakal,Pigeon Pea (Tur),2016,February,1054,7550,Buldhana
13265,Sangrampur-Varvatbakal,Soybean,2016,February,144,3025,Buldhana
13266,Shegaon,Bajri,2015,February,5,1210,Buldhana
13267,Shegaon,Bajri,2016,February,3,1383,Buldhana
13268,Shegaon,Wheat(Husked),2015,February,212,1462,Buldhana
13269,Shegaon,Wheat(Husked),2016,February,83,1477,Buldhana
13270,Shegaon,Sorgum(Jawar),2015,February,1698,1293,Buldhana
13271,Shegaon,Sorgum(Jawar),2016,February,307,1295,Buldhana
13272,Shegaon,Maize,2015,February,5,850,Buldhana
13273,Shegaon,Maize,2016,February,47,1144,Buldhana
13274,Shegaon,Gram,2015,February,1449,3163,Buldhana
13275,Shegaon,Gram,2016,February,7246,4137,Buldhana
13276,Shegaon,Green Gram,2015,February,104,7329,Buldhana
13277,Shegaon,Green Gram,2016,February,13,6817,Buldhana
13278,Shegaon,Pigeon Pea (Tur),2015,February,7827,5410,Buldhana
13279,Shegaon,Pigeon Pea (Tur),2016,February,4683,7893,Buldhana
13280,Shegaon,Black Gram,2015,February,106,5455,Buldhana
13281,Shegaon,Black Gram,2016,February,8,7421,Buldhana
13282,Shegaon,Thymol/Lovage,2015,February,841,9429,Buldhana
13283,Shegaon,Thymol/Lovage,2016,February,774,12345,Buldhana
13284,Shegaon,Soybean,2015,February,4729,3231,Buldhana
13285,Shegaon,Soybean,2016,February,1130,3344,Buldhana
13286,Shegaon,Sunflower,2015,February,52,3008,Buldhana
13287,Shegaon,Sunflower,2016,February,25,3025,Buldhana
13288,Shegaon,Sesamum,2015,February,5,7765,Buldhana
13289,Shegaon,Mustard,2015,February,10,3086,Buldhana
13290,Shegaon,Mustard,2016,February,8,3236,Buldhana
13291,Sindkhed Raja,Wheat(Husked),2016,February,118,1789,Buldhana
13292,Sindkhed Raja,Sorgum(Jawar),2016,February,119,1480,Buldhana
13293,Sindkhed Raja,Maize,2016,February,13,1200,Buldhana
